rank,player,year,age,team,league,games,games_started,games_completed,innings,chances,putouts,assists,errors,double_plays,fielding_percentage,tz_runs,tz_runs_rate,drs,drs_rate,range_9,lg_range_9,range_g,lg_range_g
983,Yimi García,,33,TOR,AL,29,0,0,30,0,0,0,0,0,,,,-1,-7,0,1.32,0,1.29
983,Yimi García,,33,SEA,AL,10,0,0,9,3,1,2,0,0,1,,,1,22,3,1.3,0.3,1.29
984,Scott Alexander,,34,OAK,AL,45,0,0,38.2,8,1,7,0,0,1,,,1,5,1.86,1.3,0.18,1.29
985,Joey Cantillo,,24,CLE,AL,9,8,0,38.2,2,0,2,0,0,1,,,-1,-5,0.47,1.3,0.22,1.29
986,Tayler Saucedo,,31,SEA,AL,53,0,0,38.2,10,0,9,1,0,0.9,,,0,0,2.09,1.3,0.17,1.29
987,Tommy Henry,,26,ARI,NL,9,7,0,38.1,4,3,1,0,0,1,,,0,0,0.94,1.36,0.44,1.34
988,Rafael Montero,,33,HOU,AL,41,0,0,38.1,5,1,3,1,0,0.8,,,-2,-10,0.94,1.31,0.1,1.29
989,Wandy Peralta,,32,SDP,NL,46,0,0,38.1,7,2,5,0,0,1,,,1,5,1.64,1.36,0.15,1.34
990,Eddy Alvarez,,34,NYM,NL,12,3,0,38,18,9,9,0,1,1,1,22,1,32,4.26,4.03,1.38,3.85
991,Jorge Barrosa,,23,ARI,NL,6,3,3,38,11,10,0,1,0,0.909,1,38,1,32,2.37,2.2,1.67,2.18
992,Jake Cousins,,29,NYY,AL,37,0,0,38,6,0,6,0,0,1,,,-1,-5,1.42,1.3,0.16,1.29
993,Emilio Pagán,,33,CIN,NL,38,1,0,38,5,2,3,0,0,1,,,1,5,1.18,1.35,0.13,1.34
994,Jakson Reetz,,28,SFG,NL,6,4,3,38,39,39,0,0,0,1,0,0,-1,-32,9.24,9.07,6.5,8.93
995,Thyago Vieira,,31,3TM,2LG,28,0,0,38,6,3,2,1,0,0.833,,,0,0,1.18,1.37,0.18,1.34
995,Thyago Vieira,,31,2TM,NL,27,0,0,38,6,3,2,1,0,0.833,,,0,0,1.18,1.37,0.19,1.34
995,Thyago Vieira,,31,MIL,NL,16,0,0,22.1,3,0,2,1,0,0.667,,,1,9,0.81,1.37,0.13,1.34
995,Thyago Vieira,,31,BAL,AL,1,0,0,0,0,0,0,0,0,,,,0,,,,0,1.3
995,Thyago Vieira,,31,ARI,NL,11,0,0,15.2,3,3,0,0,0,1,,,-1,-13,1.72,1.38,0.27,1.34
996,Ian Hamilton,,29,NYY,AL,35,0,0,37.2,5,5,0,0,1,1,,,-1,-5,1.19,1.31,0.14,1.29
997,Zebby Matthews,,24,MIN,AL,9,9,0,37.2,10,4,5,1,0,0.9,,,0,0,2.15,1.31,1,1.29
998,Sam Moll,,32,CIN,NL,48,0,0,37.2,6,2,4,0,0,1,,,0,0,1.43,1.36,0.13,1.34
999,Manuel Rodríguez,,27,TBR,AL,40,0,0,37.2,5,1,4,0,0,1,,,0,0,1.19,1.31,0.13,1.29
1000,Hunter Stratton,,27,PIT,NL,36,0,0,37.2,6,2,2,2,0,0.667,,,0,0,0.96,1.36,0.11,1.34
1001,Danny Young,,30,NYM,NL,42,0,0,37.2,6,2,2,2,0,0.667,,,-1,-5,0.96,1.36,0.1,1.34
1002,Brent Honeywell Jr.,,29,2TM,NL,20,1,0,37.2,9,5,4,0,1,1,,,1,5,2.15,1.36,0.45,1.34
1002,Brent Honeywell Jr.,,29,PIT,NL,2,0,0,3.1,0,0,0,0,0,,,,0,0,0,1.35,0,1.35
1002,Brent Honeywell Jr.,,29,LAD,NL,18,1,0,34.1,9,5,4,0,1,1,,,1,6,2.36,1.36,0.5,1.34
1003,Colin Poche,,30,TBR,AL,43,0,0,37.1,1,0,1,0,0,1,,,0,0,0.24,1.3,0.02,1.29
1004,Braxton Garrett,,26,MIA,NL,7,7,1,37,4,1,3,0,0,1,,,0,0,0.97,1.36,0.57,1.34
1005,Luis Vázquez,,24,CHC,NL,10,3,2,37,18,6,11,1,1,0.944,1,23,0,0,4.14,3.43,1.7,3.42
1006,Tyler Phillips,,26,PHI,NL,8,7,1,36.2,7,3,4,0,0,1,,,1,5,1.72,1.35,0.88,1.34
1007,Dillon Tate,,30,2TM,AL,33,0,0,36.2,4,2,2,0,0,1,,,0,0,0.98,1.3,0.12,1.29
1007,Dillon Tate,,30,BAL,AL,29,0,0,33.1,4,2,2,0,0,1,,,0,0,1.08,1.3,0.14,1.29
1007,Dillon Tate,,30,TOR,AL,4,0,0,3.1,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1008,Mason Black,,24,SFG,NL,9,8,0,36.1,4,2,2,0,0,1,,,0,0,0.99,1.36,0.44,1.34
1009,Justin Wrobleski,,23,LAD,NL,8,6,0,36.1,2,0,1,1,0,0.5,,,-1,-6,0.25,1.36,0.13,1.34
1010,JT Chargois,,33,2TM,2LG,36,0,0,36.1,3,1,2,0,0,1,,,1,6,0.74,1.34,0.08,1.31
1010,JT Chargois,,33,MIA,NL,15,0,0,16.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.34
1010,JT Chargois,,33,SEA,AL,21,0,0,19.2,3,1,2,0,0,1,,,1,10,1.37,1.33,0.14,1.29
1011,DaShawn Keirsey Jr.,,27,MIN,AL,6,4,3,36,6,5,1,0,0,1,1,17,0,0,1.5,2.28,1,2.23
1012,Jason Vosler,,30,SEA,AL,6,4,2,36,24,21,3,0,3,1,0,-13,0,0,6,6.93,3.43,6.3
1013,Nick Anderson,,33,KCR,AL,37,0,0,35.2,4,1,3,0,0,1,,,1,6,1.01,1.31,0.11,1.29
1014,Jack Leiter,,24,TEX,AL,9,6,0,35.2,6,3,3,0,0,1,,,0,0,1.51,1.31,0.67,1.29
1015,Nick Nastrini,,24,CHW,AL,9,8,0,35.2,3,1,2,0,0,1,,,-2,-11,0.76,1.31,0.33,1.29
1016,Sixto Sánchez,,25,MIA,NL,14,7,0,35.2,8,5,3,0,2,1,,,0,0,2.02,1.36,0.57,1.34
1017,Steven Okert,,32,MIN,AL,44,1,0,35.1,7,1,6,0,0,1,,,0,0,1.78,1.3,0.16,1.29
1018,Isaac Collins,,26,MIL,NL,7,3,1,35,10,7,2,1,0,0.9,-1,-17,-1,-34,2.31,2.49,1.29,2.73
1019,Kameron Misner,,26,TBR,AL,6,5,1,35,12,12,0,0,0,1,1,45,0,0,3.09,2.26,2,2.23
1020,Carlos Narváez,,25,NYY,AL,6,4,3,35,42,41,1,0,0,1,1,34,1,34,10.8,9.15,7,9.03
1021,Dedniel Núñez,,28,NYM,NL,25,0,0,35,3,0,1,2,0,0.333,,,0,0,0.26,1.36,0.04,1.34
1022,Jake Woodford,,27,2TM,2LG,9,7,0,35,4,0,4,0,0,1,,,1,6,1.03,1.34,0.44,1.33
1022,Jake Woodford,,27,CHW,AL,2,2,0,8.1,0,0,0,0,0,,,,0,0,0,1.3,0,1.3
1022,Jake Woodford,,27,PIT,NL,7,5,0,26.2,4,0,4,0,0,1,,,1,8,1.35,1.35,0.57,1.34
1023,Kody Funderburk,,27,MIN,AL,27,0,0,34.2,8,1,6,1,0,0.875,,,0,0,1.82,1.32,0.26,1.29
1024,Cristian Javier,,27,HOU,AL,7,7,0,34.2,3,1,2,0,0,1,,,0,0,0.78,1.32,0.43,1.29
1025,Ben Joyce,,23,LAA,AL,31,1,0,34.2,5,3,1,1,0,0.8,,,-2,-12,1.04,1.32,0.13,1.29
1026,Steven Wilson,,29,CHW,AL,40,0,0,34.2,5,0,5,0,0,1,,,1,6,1.3,1.32,0.13,1.29
1027,Tanner Gordon,,26,COL,NL,8,8,0,34.1,4,0,4,0,1,1,,,1,6,1.05,1.36,0.5,1.34
1028,A.J. Minter,,30,ATL,NL,39,0,0,34.1,11,2,9,0,0,1,,,2,12,2.88,1.36,0.28,1.34
1029,Graham Pauley,,23,SDP,NL,6,4,1,34.1,12,6,5,1,1,0.917,-1,-21,0,0,2.88,2.88,1.57,3.33
1030,Chris Roycroft,,27,STL,NL,27,0,0,34.1,9,1,7,1,1,0.889,,,-1,-6,2.1,1.36,0.3,1.34
1031,Richard Lovelady,,28,2TM,2LG,35,0,0,34.1,4,2,2,0,0,1,,,-2,-12,1.05,1.34,0.11,1.3
1031,Richard Lovelady,,28,CHC,NL,7,0,0,5.2,3,2,1,0,0,1,,,-1,-35,4.76,1.43,0.43,1.34
1031,Richard Lovelady,,28,TBR,AL,28,0,0,28.2,1,0,1,0,0,1,,,-1,-7,0.31,1.32,0.04,1.29
1032,J.T. Ginn,,25,OAK,AL,8,6,0,34,6,5,1,0,1,1,,,1,6,1.59,1.3,0.75,1.29
1033,Brandon Lockridge,,27,SDP,NL,8,3,3,34,10,10,0,0,0,1,1,25,0,0,2.65,2.2,1.25,2.18
1034,Michel Otañez,,26,OAK,AL,36,0,0,34,0,0,0,0,0,,,,-1,-6,0,1.3,0,1.29
1035,Brock Burke,,27,2TM,AL,34,1,0,34,7,3,4,0,0,1,,,0,0,1.85,1.32,0.21,1.29
1035,Brock Burke,,27,TEX,AL,13,0,0,13.2,4,1,3,0,0,1,,,0,0,2.63,1.32,0.31,1.29
1035,Brock Burke,,27,LAA,AL,21,1,0,20.1,3,2,1,0,0,1,,,0,0,1.33,1.33,0.14,1.29
1036,Marco Gonzales,,32,PIT,NL,7,7,0,33.2,5,1,4,0,1,1,,,1,6,1.34,1.36,0.71,1.34
1037,Adam Mazur,,23,SDP,NL,8,8,0,33.2,5,1,4,0,1,1,,,1,6,1.34,1.36,0.63,1.34
1038,Willie Calhoun,,29,LAA,AL,5,4,3,33,34,30,4,0,3,1,0,4,0,0,9.27,7.69,6.8,6.78
1039,Keston Hiura,,27,LAA,AL,5,4,1,33,11,3,7,1,1,0.909,-1,-33,-1,-36,2.73,3.98,2,3.92
1040,Jeffrey Springs,,31,TBR,AL,7,7,0,33,2,2,0,0,0,1,,,-1,-6,0.55,1.31,0.29,1.29
1041,Ryan Burr,,30,TOR,AL,34,4,0,32.2,4,2,1,1,0,0.75,,,0,0,0.83,1.32,0.09,1.29
1042,Scott McGough,,34,ARI,NL,26,2,0,32.2,4,1,3,0,1,1,,,0,0,1.1,1.35,0.15,1.34
1043,Jake Diekman,,37,NYM,NL,43,0,0,32,9,4,3,2,0,0.778,,,-1,-6,1.97,1.35,0.16,1.34
1044,Jose A. Ferrer,,24,WSN,NL,31,0,0,32,4,0,4,0,0,1,,,0,0,1.13,1.35,0.13,1.34
1045,Mickey Gasper,,28,BOS,AL,8,3,3,32,16,5,11,0,0,1,1,41,1,38,4.5,4.22,2,4.91
1046,Joe Kelly,,36,LAD,NL,35,0,0,32,7,2,5,0,0,1,,,1,6,1.97,1.35,0.2,1.34
1047,Julian Aguiar,,23,CIN,NL,7,7,0,31.2,6,2,4,0,0,1,,,0,0,1.71,1.36,0.86,1.34
1048,Angel Chivilli,,21,COL,NL,30,0,0,31.2,9,4,5,0,1,1,,,0,0,2.56,1.36,0.3,1.34
1049,Kyle Tyler,,27,MIA,NL,8,7,0,31.2,5,1,4,0,0,1,,,1,6,1.42,1.36,0.63,1.34
1050,Josh Fleming,,28,PIT,NL,25,3,0,31.1,13,3,10,0,3,1,,,4,26,3.73,1.35,0.52,1.34
1051,Michael Kelly,,31,OAK,AL,28,0,0,31.1,2,1,1,0,0,1,,,-1,-6,0.57,1.32,0.07,1.29
1052,Jordan Leasure,,25,CHW,AL,33,0,0,31.1,4,2,2,0,0,1,,,1,6,1.15,1.32,0.12,1.29
1053,Oswald Peraza,,24,NYY,AL,4,4,2,31,5,2,3,0,0,1,0,0,0,0,1.45,2.47,1.25,2.45
1054,Rhett Lowder,,22,CIN,NL,6,6,0,30.2,3,1,1,1,0,0.667,,,0,0,0.59,1.35,0.33,1.33
1055,Robbie Ray,,32,SFG,NL,7,7,0,30.2,2,0,2,0,0,1,,,-1,-7,0.59,1.35,0.29,1.34
1056,Bradley Blalock,,23,2TM,NL,7,6,0,30.2,4,3,1,0,0,1,,,-1,-7,1.17,1.38,0.57,1.33
1056,Bradley Blalock,,23,MIL,NL,1,0,0,1,0,0,0,0,0,,,,0,0,0,1.8,0,1.3
1056,Bradley Blalock,,23,COL,NL,6,6,0,29.2,4,3,1,0,0,1,,,-1,-7,1.21,1.37,0.67,1.33
1057,Matt Bowman,,33,4TM,2LG,25,1,0,30.2,7,5,2,0,0,1,,,0,0,2.05,1.32,0.28,1.3
1057,Matt Bowman,,33,3TM,AL,21,1,0,24,6,4,2,0,0,1,,,0,0,2.25,1.31,0.29,1.3
1057,Matt Bowman,,33,MIN,AL,5,0,0,7.2,2,1,1,0,0,1,,,0,0,2.35,1.29,0.4,1.3
1057,Matt Bowman,,33,ARI,NL,4,0,0,6.2,1,1,0,0,0,1,,,0,0,1.35,1.35,0.25,1.35
1057,Matt Bowman,,33,SEA,AL,1,0,0,0.2,0,0,0,0,0,,,,0,0,0,1.35,0,1.3
1057,Matt Bowman,,33,BAL,AL,15,1,0,15.2,4,3,1,0,0,1,,,0,0,2.3,1.32,0.27,1.29
1058,Kris Bubic,,26,KCR,AL,27,0,0,30.1,5,1,3,1,0,0.8,,,0,0,1.19,1.31,0.15,1.29
1059,Davis Daniel,,27,LAA,AL,6,6,0,30.1,4,3,0,1,0,0.75,,,0,0,0.89,1.31,0.5,1.28
1060,Keegan Thompson,,29,CHC,NL,24,0,0,30.1,4,1,1,2,0,0.5,,,-1,-7,0.59,1.36,0.08,1.34
1061,Yonny Chirinos,,30,MIA,NL,6,6,0,30,6,4,2,0,0,1,,,-1,-7,1.8,1.35,1,1.33
1062,Carlos Hernández,,27,KCR,AL,27,0,0,30,2,1,1,0,0,1,,,-2,-13,0.6,1.32,0.07,1.29
1063,Clayton Kershaw,,36,LAD,NL,7,7,0,30,4,1,2,1,0,0.75,,,0,0,0.9,1.35,0.43,1.34
1064,Tony Santillan,,27,CIN,NL,29,1,0,30,5,2,1,2,0,0.6,,,0,0,0.9,1.35,0.1,1.34
1065,Danny Coulombe,,34,BAL,AL,33,0,0,29.2,3,0,3,0,0,1,,,1,7,0.91,1.3,0.09,1.29
1066,Brandon Bielak,,28,2TM,AL,16,0,0,29.2,4,0,4,0,0,1,,,0,0,1.21,1.3,0.25,1.29
1066,Brandon Bielak,,28,HOU,AL,10,0,0,17.1,2,0,2,0,0,1,,,0,0,1.04,1.3,0.2,1.29
1066,Brandon Bielak,,28,OAK,AL,6,0,0,12.1,2,0,2,0,0,1,,,0,0,1.46,1.31,0.33,1.28
1067,Brenan Hanifee,,26,DET,AL,21,3,0,29.1,9,3,5,1,0,0.889,,,0,0,2.45,1.32,0.38,1.29
1068,George Soriano,,25,MIA,NL,22,0,0,29.1,6,3,3,0,0,1,,,1,7,1.84,1.35,0.27,1.34
1069,Eduardo Salazar,,26,2TM,NL,26,0,0,29.1,6,1,4,1,0,0.833,,,0,0,1.53,1.35,0.19,1.34
1069,Eduardo Salazar,,26,LAD,NL,1,0,0,2,1,0,1,0,0,1,,,0,0,4.5,1.35,1,1.3
1069,Eduardo Salazar,,26,WSN,NL,25,0,0,27.1,5,1,3,1,0,0.8,,,0,0,1.32,1.35,0.16,1.34
1070,Bryce Teodosio,,25,LAA,AL,4,4,2,29,8,7,1,0,1,1,-1,-58,-1,-41,2.48,2.27,2,2.25
1071,Spencer Howard,,27,2TM,2LG,9,3,0,29,2,0,2,0,0,1,,,-1,-7,0.62,1.33,0.22,1.33
1071,Spencer Howard,,27,SFG,NL,7,2,0,24,2,0,2,0,0,1,,,-1,-8,0.75,1.35,0.29,1.34
1071,Spencer Howard,,27,CLE,AL,2,1,0,5,0,0,0,0,0,,,,0,0,0,1.26,0,1.3
1072,Drew Rasmussen,,28,TBR,AL,16,4,0,28.2,5,2,2,1,1,0.8,,,-1,-7,1.26,1.32,0.25,1.29
1073,Aaron Ashby,,26,MIL,NL,14,2,0,28.1,1,1,0,0,0,1,,,-2,-14,0.32,1.37,0.07,1.34
1074,Yilber Díaz,,23,ARI,NL,7,4,0,28.1,2,0,1,1,0,0.5,,,0,0,0.32,1.37,0.14,1.34
1075,Logan Allen,,27,ARI,NL,12,0,0,28,6,2,4,0,0,1,,,0,0,1.93,1.35,0.5,1.34
1076,Ryan Brasier,,36,LAD,NL,29,4,0,28,8,4,4,0,0,1,,,0,0,2.57,1.35,0.28,1.34
1077,Hunter Feduccia,,27,LAD,NL,4,3,3,28,34,32,2,0,0,1,0,0,0,0,10.93,9.06,8.5,8.95
1078,David Fletcher,,30,ATL,NL,5,3,1,28,20,6,14,0,4,1,1,43,1,43,6.43,4.15,4,4.1
1079,Robert Gasser,,25,MIL,NL,5,5,0,28,6,3,2,1,0,0.833,,,-1,-7,1.61,1.35,1,1.34
1080,Eduard Bazardo,,28,SEA,AL,23,0,0,27.2,2,1,1,0,0,1,,,-1,-7,0.65,1.3,0.09,1.29
1081,Matt Manning,,26,DET,AL,5,5,0,27.2,3,1,2,0,1,1,,,-1,-7,0.98,1.3,0.6,1.3
1082,Bryan Sammons,,29,DET,AL,6,0,0,27.1,1,0,1,0,0,1,,,0,0,0.33,1.32,0.17,1.28
1083,Kolby Allard,,26,PHI,NL,7,4,0,27,5,2,3,0,0,1,,,1,7,1.67,1.37,0.71,1.34
1084,Levi Jordan,,28,CIN,NL,6,2,2,27,4,3,1,0,1,1,-3,-120,0,0,1.33,2.47,0.67,2.5
1085,Grant Anderson,,27,TEX,AL,23,0,0,26.2,2,0,2,0,0,1,,,-1,-8,0.68,1.32,0.09,1.29
1086,Aaron Brooks,,34,OAK,AL,5,4,0,26.2,6,4,2,0,0,1,,,0,0,2.03,1.32,1.2,1.3
1087,Chris Devenski,,33,TBR,AL,19,0,0,26.2,3,2,1,0,0,1,,,-1,-8,1.01,1.32,0.16,1.29
1088,Ethan Roberts,,26,CHC,NL,21,0,0,26.2,3,1,2,0,0,1,,,1,8,1.01,1.35,0.14,1.34
1089,Gerson Garabito,,28,TEX,AL,18,2,0,26.1,3,2,1,0,0,1,,,0,0,1.03,1.3,0.17,1.29
1090,Jay Jackson,,36,MIN,AL,20,0,0,26.1,4,2,2,0,0,1,,,0,0,1.37,1.3,0.2,1.29
1091,Bryan King,,27,HOU,AL,28,0,0,26.1,5,3,2,0,0,1,,,0,0,1.71,1.3,0.18,1.29
1092,Gus Varland,,27,2TM,2LG,26,0,0,26.1,4,2,1,1,0,0.75,,,0,0,1.03,1.33,0.12,1.3
1092,Gus Varland,,27,LAD,NL,7,0,0,6,3,2,1,0,0,1,,,1,33,4.5,1.35,0.43,1.34
1092,Gus Varland,,27,CHW,AL,19,0,0,20.1,1,0,0,1,0,0,,,-1,-10,0,1.33,0,1.29
1093,Kevin Alcántara,,21,CHC,NL,3,3,2,26,2,2,0,0,0,1,1,42,0,0,0.69,2.22,0.67,2.17
1094,Luke Little,,23,CHC,NL,29,1,0,26,8,1,7,0,1,1,,,1,8,2.77,1.35,0.27,1.34
1095,Yunior Marté,,29,PHI,NL,23,0,0,26,6,4,2,0,0,1,,,-2,-15,2.08,1.35,0.26,1.34
1096,Liover Peguero,,23,PIT,NL,3,3,3,26,11,4,6,1,2,0.909,0,-18,0,0,3.46,3.81,3.33,3.77
1097,Rob Brantly,,34,TBR,AL,3,3,3,25.2,18,17,1,0,0,1,0,0,1,47,6.31,9.19,6,9.03
1098,Dany Jiménez,,30,OAK,AL,25,0,0,25.2,2,0,1,1,0,0.5,,,0,0,0.35,1.3,0.04,1.29
1099,Hans Crouse,,25,LAA,AL,25,0,0,25.1,3,0,2,1,0,0.667,,,-1,-8,0.71,1.31,0.08,1.29
1100,J.P. France,,29,HOU,AL,5,5,0,25.1,1,1,0,0,0,1,,,0,0,0.36,1.31,0.2,1.3
1101,CJ Alexander,,27,KCR,AL,3,3,2,25,4,1,3,0,0,1,-2,-86,-1,-48,1.44,2.48,1.33,2.43
1102,Kaleb Ort,,32,HOU,AL,22,0,0,24.2,1,0,0,1,0,0,,,0,0,0,1.31,0,1.29
1103,Adam Cimber,,33,LAA,AL,28,0,0,24.1,4,0,4,0,1,1,,,1,8,1.48,1.29,0.14,1.29
1104,Alek Manoah,,26,TOR,AL,5,5,0,24.1,2,1,1,0,0,1,,,0,0,0.74,1.29,0.4,1.3
1105,Cody Poteet,,29,NYY,AL,5,4,0,24.1,7,5,2,0,0,1,,,1,8,2.59,1.29,1.4,1.3
1106,Josh Staumont,,30,MIN,AL,25,0,0,24.1,3,1,2,0,0,1,,,0,0,1.11,1.29,0.12,1.29
1107,Fraser Ellard,,26,CHW,AL,25,0,0,24,4,1,2,1,1,0.75,,,0,0,1.13,1.31,0.12,1.29
1108,Kyle Manzardo,,23,CLE,AL,6,2,2,24,15,13,2,0,1,1,0,5,0,0,5.63,8.03,2.5,7.92
1109,Kenny Rosenberg,,28,LAA,AL,7,1,0,24,2,0,2,0,0,1,,,0,0,0.75,1.31,0.29,1.29
1110,Sam Hentges,,27,CLE,AL,25,0,0,23.2,3,1,2,0,0,1,,,0,0,1.14,1.29,0.12,1.29
1111,Gabe Speier,,29,SEA,AL,29,0,0,23.2,3,0,3,0,0,1,,,-1,-8,1.14,1.29,0.1,1.29
1112,Matt Festa,,31,2TM,2LG,19,0,0,23.2,5,2,3,0,0,1,,,-1,-8,1.9,1.33,0.26,1.29
1112,Matt Festa,,31,NYM,NL,1,0,0,1,0,0,0,0,0,,,,0,0,0,1.8,0,1.3
1112,Matt Festa,,31,TEX,AL,18,0,0,22.2,5,2,3,0,0,1,,,-1,-9,1.99,1.31,0.28,1.29
1113,Mitch White,,29,3TM,2LG,13,0,0,23.2,3,2,1,0,0,1,,,1,8,1.14,1.37,0.23,1.32
1113,Mitch White,,29,2TM,NL,9,0,0,13.2,2,1,1,0,0,1,,,1,15,1.32,1.38,0.22,1.33
1113,Mitch White,,29,TOR,AL,4,0,0,10,1,1,0,0,0,1,,,0,0,0.9,1.35,0.25,1.3
1113,Mitch White,,29,SFG,NL,3,0,0,5.1,1,0,1,0,0,1,,,0,0,1.69,1.35,0.33,1.33
1113,Mitch White,,29,MIL,NL,6,0,0,8.1,1,1,0,0,0,1,,,1,24,1.08,1.4,0.17,1.33
1114,Bryan Baker,,29,BAL,AL,19,0,0,23.1,4,1,3,0,1,1,,,0,0,1.54,1.31,0.21,1.29
1115,Victor González,,28,NYY,AL,27,0,0,23.1,6,3,3,0,0,1,,,1,9,2.31,1.31,0.22,1.29
1116,Ron Marinaccio,,28,NYY,AL,16,0,0,23.1,4,1,2,1,0,0.75,,,-1,-9,1.16,1.31,0.19,1.29
1117,Vinny Capra,,27,MIL,NL,3,2,2,23,8,1,7,0,0,1,1,47,0,0,3.13,2.82,2.67,2.93
1118,Michael Helman,,28,MIN,AL,8,1,0,23,3,2,0,1,0,0.667,0,-10,0,0,0.78,2.27,0.25,2.26
1119,Ty Madden,,24,DET,AL,6,1,0,23,2,2,0,0,0,1,,,-1,-9,0.78,1.29,0.33,1.28
1120,Michael McGreevy,,23,STL,NL,4,3,0,23,8,1,7,0,0,1,,,1,9,3.13,1.37,2,1.35
1121,Touki Toussaint,,28,CHW,AL,11,0,0,23,4,1,1,2,0,0.5,,,0,0,0.78,1.29,0.18,1.29
1122,Will Warren,,25,NYY,AL,6,5,0,22.2,1,1,0,0,0,1,,,0,0,0.4,1.31,0.17,1.28
1123,Brady Basso,,26,OAK,AL,7,4,0,22.1,1,0,1,0,0,1,,,-1,-9,0.4,1.29,0.14,1.29
1124,Ray Kerr,,29,ATL,NL,10,2,0,22.1,6,1,3,2,0,0.667,,,-2,-18,1.61,1.37,0.4,1.34
1125,Tommy Nance,,33,TOR,AL,20,0,0,22,6,4,1,1,0,0.833,,,-2,-18,2.05,1.31,0.25,1.29
1126,Mason Englert,,24,DET,AL,12,1,0,21.2,1,1,0,0,0,1,,,0,0,0.42,1.33,0.08,1.29
1127,Sean Reid-Foley,,28,NYM,NL,23,0,0,21.2,0,0,0,0,0,,,,-1,-9,0,1.37,0,1.34
1128,Devin Williams,,29,MIL,NL,22,0,0,21.2,3,2,1,0,0,1,,,0,0,1.25,1.37,0.14,1.34
1129,Enoli Paredes,,28,2TM,NL,18,0,0,21.2,1,0,1,0,0,1,,,0,0,0.42,1.37,0.06,1.34
1129,Enoli Paredes,,28,MIL,NL,17,0,0,20.2,1,0,1,0,0,1,,,0,0,0.44,1.35,0.06,1.34
1129,Enoli Paredes,,28,CHC,NL,1,0,0,1,0,0,0,0,0,,,,0,0,0,1.8,0,1.3
1130,Yerry Rodríguez,,26,2TM,AL,16,0,0,21.2,5,2,3,0,0,1,,,0,0,2.08,1.33,0.31,1.29
1130,Yerry Rodríguez,,26,TEX,AL,12,0,0,17,4,1,3,0,0,1,,,0,0,2.12,1.32,0.33,1.29
1130,Yerry Rodríguez,,26,TOR,AL,4,0,0,4.2,1,1,0,0,0,1,,,0,0,1.93,1.35,0.25,1.3
1131,Taylor Trammell,,26,2TM,2LG,7,1,0,21.1,6,6,0,0,0,1,1,62,-1,-56,2.53,2.19,0.86,2.21
1131,Taylor Trammell,,26,LAD,NL,3,1,0,12,5,5,0,0,0,1,1,140,0,0,3.75,2.18,1.67,2.17
1131,Taylor Trammell,,26,NYY,AL,4,0,0,9.1,1,1,0,0,0,1,0,-39,-1,-129,0.96,2.22,0.25,2.25
1132,Darren Baker,,25,WSN,NL,5,2,2,21,5,2,3,0,1,1,-1,-74,-2,-114,2.14,3.99,1,3.72
1133,Sean Guenther,,28,DET,AL,17,0,0,21,2,1,1,0,0,1,,,0,0,0.86,1.33,0.12,1.29
1134,Cade Marlowe,,27,SEA,AL,7,1,1,21,4,4,0,0,0,1,0,-11,0,0,1.71,2.27,0.57,2.24
1135,Andrew McCutchen,,37,PIT,NL,5,2,1,21,6,6,0,0,0,1,0,-11,0,0,2.57,2.23,1.2,2.18
1136,Duke Ellis,,26,2TM,AL,7,1,1,21,10,8,0,2,0,0.8,-1,-46,-1,-57,3.43,2.27,1.14,2.23
1136,Duke Ellis,,26,CHW,AL,6,1,1,20,8,6,0,2,0,0.75,-1,-66,-1,-60,2.7,2.25,1,2.23
1136,Duke Ellis,,26,NYY,AL,1,0,0,1,2,2,0,0,0,1,0,360,0,0,18,2.7,2,2.2
1137,Colten Brewer,,31,CHC,NL,16,0,0,20.2,4,2,1,1,0,0.75,,,-2,-19,1.31,1.35,0.19,1.34
1138,Richard Fitts,,24,BOS,AL,4,4,0,20.2,5,1,4,0,1,1,,,1,10,2.18,1.31,1.25,1.3
1139,Giovanny Gallegos,,32,STL,NL,21,0,0,20.2,8,4,4,0,0,1,,,1,10,3.48,1.35,0.38,1.34
1140,Domingo Germán,,31,PIT,NL,7,2,0,20.2,3,2,1,0,0,1,,,-1,-10,1.31,1.35,0.43,1.34
1141,John Means,,31,BAL,AL,4,4,0,20.2,1,0,1,0,0,1,,,0,0,0.44,1.31,0.25,1.3
1142,Emmanuel Ramírez,,29,MIA,NL,15,0,0,20.2,1,1,0,0,0,1,,,0,0,0.44,1.35,0.07,1.34
1143,Erasmo Ramírez,,34,TBR,AL,13,0,0,20.2,2,0,2,0,0,1,,,0,0,0.87,1.31,0.15,1.29
1144,Ryder Ryan,,29,PIT,NL,15,0,0,20.2,1,1,0,0,0,1,,,0,0,0.44,1.35,0.07,1.34
1145,Scott Blewett,,28,MIN,AL,12,0,0,20.1,4,1,3,0,0,1,,,0,0,1.77,1.33,0.33,1.29
1146,Noah Davis,,27,COL,NL,9,0,0,20.1,3,1,2,0,0,1,,,0,0,1.33,1.37,0.33,1.34
1147,Matt Duffy,,33,TEX,AL,4,2,2,20.1,5,2,3,0,0,1,1,41,1,59,2.21,2.48,1.25,2.45
1148,Tony Kemp,,32,BAL,AL,5,2,1,20.1,8,3,5,0,0,1,0,-6,0,0,3.54,3.85,1.33,3.63
